ID,Basic data and indicators,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
170,Same-day visitors (excursionists),,,34,120,119,149,179,150,172,94,43,49,48,51,127,228,285,296,313,254,307,314,272,306,345,378,362,134,19,168
170,of which cruise passengers,,,34,120,119,149,179,150,172,94,43,49,48,51,127,228,285,296,313,254,307,314,272,306,345,378,362,134,19,168
174,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
174,Overnights visitors (tourists),1/,TF,23,24,26,27,24,24,19,19,21,23,26,29,15,15,11,15,19,23,22,23,24,27,28,36,45,7,29,..
174,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
174,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
178,Total arrivals,1/,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,199,224,259,345,229,224,213,151,158,..,..,..,..
178,Overnights visitors (tourists),2/,TF,37,39,27,20,14,19,27,22,23,31,35,46,55,62,94,194,218,256,343,226,220,211,149,156,..,..,..,..
178,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,6,3,2,3,4,2,2,2,..,..,..,..
178,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
180,Total arrivals,,VF,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,197,..,..,..,..,..,..,..,..,..,..,..
180,Overnights visitors (tourists),1/ 2/,TF,35,37,30,53,80,103,55,28,35,36,61,55,47,50,53,81,186,167,191,334,354,351,430,392,479,202,382,..
180,Same-day visitors (excursionists),,,50,..,..,..,20,20,20,20,20,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..
180,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
184,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
184,Overnights visitors (tourists),1/,TF,48,48,50,49,56,73,75,73,78,83,88,92,97,95,101,104,113,122,121,122,125,146,161,169,172,25,26,114
184,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
184,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
188,Total arrivals,,VF,924,940,1013,1167,1267,1278,1320,1335,1514,1771,1959,2071,2302,2409,2309,2495,2526,2542,2641,2760,2899,3204,3231,3313,3378,1147,1376,2497
188,Overnights visitors (tourists),,TF,785,781,811,943,1032,1088,1131,1113,1239,1453,1679,1725,1980,2089,1923,2100,2192,2343,2428,2527,2660,2925,2960,3017,3139,1012,1347,2350
188,Same-day visitors (excursionists),,,139,159,201,224,235,190,189,222,275,318,280,346,322,320,386,395,334,199,213,233,239,279,271,296,239,135,29,148
188,of which cruise passengers,,,139,159,201,224,235,190,189,222,275,318,280,346,322,320,386,395,334,199,213,233,239,279,271,296,239,135,29,148
384,Total arrivals,1/,VF,188,237,274,301,..,..,..,..,..,..,..,..,182,205,231,252,270,289,380,471,1441,1583,1800,1965,2070,668,576,2047
384,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
384,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
384,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
191,Total arrivals,,VF,16100,19085,23660,25499,29215,37226,40129,41737,42857,44974,45762,47733,52271,51336,47573,49006,49969,47185,48345,51168,55858,57587,59238,57668,60021,21608,34123,50023
191,Overnights visitors (tourists),1/,TCE,1485,2914,4178,4499,3805,5831,6544,6944,7409,7912,7743,7988,8559,8665,8694,9111,9927,10369,10948,11623,12683,13809,15593,16645,17353,5545,10641,15324
191,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
191,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
192,Total arrivals,,VF,745,1004,1170,1416,1603,1774,1775,1686,1906,2049,2319,2221,2152,2348,2430,2532,2716,2847,2862,3014,3540,4009,4654,4712,4276,1086,356,1614
192,Overnights visitors (tourists),1/,TF,742,999,1153,1390,1561,1741,1736,1656,1847,2017,2261,2150,2119,2316,2405,2507,2688,2823,2839,2981,3506,3975,4594,4684,4263,1085,356,1613
192,Same-day visitors (excursionists),,,3,5,17,26,42,33,39,30,59,32,58,71,33,32,25,25,28,24,23,33,34,34,..,..,..,..,..,..
192,of which cruise passengers,,,1,2,2,8,4,10,14,6,20,5,17,30,7,5,4,2,1,3,2,8,10,17,..,..,..,..,..,..
535,Total arrivals,,VF,396,387,422,437,433,514,519,545,508,452,510,572,664,773,808,762,837,908,1071,1129,1072,944,1058,1210,1293,436,418,1034
535,Overnights visitors (tourists),1/,TF,224,214,205,199,198,191,205,218,221,223,222,234,300,409,367,342,390,421,441,452,468,441,399,432,464,175,265,490
535,Same-day visitors (excursionists),,,172,173,217,239,235,322,314,327,286,229,288,338,364,364,441,420,447,487,630,677,604,502,659,778,829,261,153,545
535,of which cruise passengers,,,172,173,217,231,221,308,300,319,279,219,276,322,341,353,423,383,401,436,584,629,566,469,634,761,810,256,146,534
196,Total arrivals,,VF,2253,2089,2194,2357,2578,2912,2841,2495,2416,2478,2657,2629,2671,2631,2370,2450,2626,2635,2626,2558,2780,3286,3750,4024,4117,..,..,..
196,Overnights visitors (tourists),1/,TF,2100,1950,2088,2223,2434,2686,2697,2418,2303,2349,2470,2401,2416,2404,2141,2173,2392,2465,2405,2441,2659,3187,3652,3939,3977,632,1937,..
196,Same-day visitors (excursionists),2/,,153,139,106,134,143,226,144,77,113,129,187,228,255,227,229,277,234,170,221,147,121,100,98,85,140,..,..,..
196,of which cruise passengers,,,39,41,55,75,77,135,106,59,93,119,176,220,246,221,225,271,216,163,207,135,108,85,77,62,112,8,21,..
203,Total arrivals,,VF,..,..,..,..,..,..,..,..,20108,23808,24747,25102,22625,21850,23285,21941,22810,25750,26332,27166,29604,32519,34701,36268,37202,10267,10014,..
203,Overnights visitors (tourists),,TF,3381,4558,4976,5482,5610,4773,5405,4743,7641,9047,9404,9539,9370,9373,8848,8629,9019,10123,10300,10649,11619,12808,13665,14283,14651,3919,3768,..
203,Same-day visitors (excursionists),3/,,..,..,..,..,..,..,..,..,12467,14761,15343,15564,13255,12477,14437,13312,13792,15627,16032,16518,17985,19711,21036,21986,22551,6347,6246,..
203,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
208,Total arrivals,1/,VF,..,..,..,..,..,..,..,..,21119,22054,26927,26936,27138,26870,26571,26730,25811,26402,26516,28070,28209,28692,30736,30801,32065,16031,18372,31530
208,Overnights visitors (tourists),2/,TCE,..,2125,2158,2073,2023,3535,3684,3436,3474,4421,9178,9256,9284,9016,8547,8744,7864,8443,8557,10267,10424,10781,12426,12749,14725,6229,7555,14190
208,Same-day visitors (excursionists),1/,,..,..,..,..,..,..,..,..,17645,17633,17749,17680,17854,17854,18024,17986,17947,17959,17959,17803,17785,17911,18310,18052,17340,9802,10817,17340
208,of which cruise passengers,,,..,..,..,..,..,363,404,193,305,293,409,374,548,548,718,681,607,619,619,470,445,571,647,711,990,1,39,666
262,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
262,Overnights visitors (tourists),,THS,21,20,20,21,21,20,22,23,23,26,30,40,40,54,58,51,56,60,63,..,..,..,133,142,167,75,114,145
262,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
262,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
212,Total arrivals,,VF,203,261,299,312,280,312,276,208,254,466,381,465,437,468,608,595,418,348,311,370,358,356,230,199,322,140,66,235
212,Overnights visitors (tourists),,TF,60,63,65,66,74,70,66,69,73,80,79,84,81,81,75,77,76,79,78,82,75,78,72,63,90,22,15,61
212,Same-day visitors (excursionists),,,143,198,234,246,206,242,210,139,181,387,303,381,356,387,533,519,342,269,233,289,283,278,158,136,232,118,51,174
212,of which cruise passengers,,,135,193,231,245,202,240,208,137,177,384,302,380,355,386,532,518,341,267,231,287,281,277,157,134,230,118,51,170
214,Total arrivals,1/,VF,1806,2037,2482,2702,2932,3161,3090,3058,3680,3907,3981,4268,4365,4455,4489,4478,4654,4901,5114,5576,6129,6769,7296,7551,7550,2748,5327,8489
214,Overnights visitors (tourists),2/,TF,1776,1926,2211,2309,2649,2978,2882,2811,3282,3450,3691,3965,3980,3980,3992,4125,4306,4563,4690,5141,5600,5959,6188,6569,6446,2405,4994,7163
214,Same-day visitors (excursionists),,,30,111,271,393,283,183,208,247,398,457,290,303,385,475,497,353,348,338,424,435,529,809,1108,982,1104,343,333,1325
214,of which cruise passengers,3/,,30,111,271,393,283,183,208,247,398,457,290,303,385,475,497,353,348,338,424,435,529,809,1108,982,1104,343,333,1325
218,Total arrivals,1/,VF,440,494,529,511,518,627,641,683,761,819,860,841,937,1005,968,1047,1141,1272,1364,1695,1676,1569,1806,2535,2108,507,669,1265
218,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
218,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
218,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
818,Total arrivals,,VF,3133,3896,3961,3454,4797,5506,4648,5192,6044,8104,8608,9083,11091,12835,12536,14731,9845,11532,9464,9878,9328,5399,8292,11346,13026,3677,7998,11724
818,Overnights visitors (tourists),,TF,2871,3528,3657,3213,4490,5116,4357,4906,5746,7795,8244,8646,10610,12296,11914,14051,9497,11196,9174,9628,9139,5258,8157,11196,12876,3619,7967,11625
818,Same-day visitors (excursionists),,,262,308,304,241,307,390,291,286,298,309,364,437,481,540,622,680,348,336,291,250,189,141,136,151,151,58,31,99
818,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
222,Total arrivals,,VF,..,..,..,..,..,867,804,885,798,1030,1306,1501,1720,1875,1482,1606,1634,1738,1822,1886,1973,2052,2247,2536,2639,707,1436,2541
222,Overnights visitors (tourists),,TF,235,283,387,542,658,795,735,798,720,951,1127,1279,1339,1385,1091,1150,1184,1255,1283,1345,1402,1434,1556,1677,1766,549,1219,1891
222,Same-day visitors (excursionists),,,..,..,..,..,..,72,69,87,78,79,179,222,381,490,391,456,450,483,539,541,571,618,691,858,873,217,217,650
222,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,1,2,2,2,..,2,7,..,..,..,..,8
226,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
226,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
226,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
226,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
232,Total arrivals,1/,VF,315,417,410,188,57,70,113,101,80,87,83,78,81,70,79,84,107,129,141,119,114,142,..,..,..,..,..,..
232,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
232,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
232,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
233,Total arrivals,1/,VF,2111,2444,2618,2909,3181,3310,3230,3253,3378,..,..,..,..,3828,3834,4369,4907,5007,5737,5804,5696,5942,6145,6033,6103,1695,1310,3497
233,Overnights visitors (tourists),1/,TF,530,665,730,825,950,1220,1320,1362,1462,1750,1917,1940,1900,2222,2180,2511,2823,2957,3111,3160,2961,3131,3244,3226,3336,1023,808,2166
233,Same-day visitors (excursionists),1/,,1580,1779,1889,2084,2231,2090,1910,1891,1916,285,307,313,295,1606,1654,1858,2084,2050,2626,2644,2735,2811,2901,2807,2766,673,502,1331
233,of which cruise passengers,,,37,44,50,92,106,109,132,118,175,285,307,313,295,378,416,392,436,425,509,470,506,510,564,638,660,0,63,172
748,Total arrivals,,VF,..,1337,1635,986,1253,1151,1312,1371,1543,..,1182,1200,1230,1186,1344,1343,1328,1278,1299,1325,1256,1279,1343,1277,1226,345,211,503
748,Overnights visitors (tourists),,TF,300,315,269,284,289,281,283,256,461,459,837,873,869,756,908,868,879,888,968,939,873,947,921,782,680,194,170,393
748,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,345,327,361,430,436,475,449,390,331,386,383,332,422,496,546,152,40,110
748,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
230,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
230,Overnights visitors (tourists),1/,TF,103,109,139,112,115,136,148,156,180,184,227,330,358,383,427,468,523,597,681,770,864,871,933,849,812,271,518,897
230,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
230,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
242,Total arrivals,,VF,476,534,547,499,544,434,446,461,451,513,547,..,542,627,605,692,734,741,769,781,869,963,1027,1058,969,168,32,652
242,Overnights visitors (tourists),,TF,318,340,359,371,410,294,348,398,431,504,545,549,540,585,542,632,675,661,659,693,755,792,843,870,894,147,32,636
242,Same-day visitors (excursionists),,,158,194,188,128,134,140,98,63,20,9,2,..,2,42,63,60,59,80,110,88,114,171,184,188,75,21,0,16
242,of which cruise passengers,,,18,17,12,18,14,10,7,6,20,9,2,..,2,42,63,60,59,80,110,88,114,171,184,188,75,21,0,16
246,Total arrivals,1/,VF,..,..,..,3432,3363,3789,4252,4687,4527,4854,5038,5345,5736,6072,5695,6182,7260,7636,..,..,..,..,..,..,..,..,..,..
246,Overnights visitors (tourists),1/ 2/,TF,1779,1724,1832,2644,2454,2714,2826,2875,2601,2840,3140,3375,3519,3583,3423,3670,4192,4226,2797,2731,2622,2789,3180,3224,3290,896,807,2127
246,Same-day visitors (excursionists),1/,,..,..,..,788,909,1075,1426,1812,1926,2014,1898,1970,2217,2489,2272,2512,3068,3410,..,..,..,..,..,..,..,..,..,..
246,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
250,Total arrivals,,VF,..,148263,157551,..,..,..,..,..,..,190282,185829,193882,193319,193571,192369,189826,196595,197522,204410,206599,203302,203042,207274,211998,217877,117109,141297,..
250,Overnights visitors (tourists),,TF,60033,62406,66591,70109,73147,77190,75202,77012,75048,74433,74988,77916,80853,79218,76764,76647,80499,81980,83634,83701,84452,82682,86758,89322,90914,41684,48395,..
250,Same-day visitors (excursionists),,,..,85857,90960,..,..,..,..,..,..,115849,110841,115966,112466,114353,115605,113179,116096,115543,120776,122898,118851,120360,120516,122676,126963,75424,92902,..
250,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
254,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
254,Overnights visitors (tourists),1/,TF,..,..,..,68,70,..,65,65,..,..,95,..,109,..,83,..,..,..,..,..,87,96,111,..,..,..,..,..
254,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
254,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
258,Total arrivals,,VF,186,184,201,211,236,..,..,..,..,..,..,..,243,227,190,179,196,210,214,228,239,241,254,260,282,89,95,261
258,Overnights visitors (tourists),1/,TF,172,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164,181,184,192,199,216,237,77,83,219
258,Same-day visitors (excursionists),,,14,20,21,22,25,..,..,..,..,..,..,..,25,31,30,25,33,41,50,48,55,49,55,44,45,12,12,43
258,of which cruise passengers,,,8,9,9,7,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
266,Total arrivals,,VF,203,217,247,274,262,230,236,269,234,351,526,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
266,Overnights visitors (tourists),1/,TF,125,145,167,195,178,155,169,208,222,244,269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
266,Same-day visitors (excursionists),,,75,70,75,72,76,70,65,60,12,107,257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
266,of which cruise passengers,,,3,2,5,7,8,5,2,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
270,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,459,460,613,487,643,..,..,..,..,..,..,..,..,..,..,..,..,..,..
270,Overnights visitors (tourists),1/,TF,45,77,85,91,96,79,57,81,89,90,108,125,143,147,142,91,106,157,171,156,449,450,522,552,620,246,332,570
270,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
270,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
268,Total arrivals,,VF,85,117,313,317,384,387,302,298,313,368,560,983,1052,1290,1500,2032,2712,4106,4954,5004,5256,5393,6483,7203,7726,1513,1721,4704
268,Overnights visitors (tourists),,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1067,1833,2460,2884,2939,3012,3297,4069,4757,5080,1087,1577,3653
268,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,965,879,1646,2070,2065,2244,2096,2414,2446,2645,426,144,1051
268,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
280,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
280,Overnights visitors (tourists),1/,TCE,14847,15205,15837,16511,17116,18983,17861,17969,18399,20137,21500,23569,24421,24884,24220,26875,28374,30411,31545,32999,34970,35555,37452,38881,39563,12449,11688,28463
280,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
280,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
288,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
288,Overnights visitors (tourists),1/,TF,286,305,325,348,373,399,439,483,531,584,429,497,587,698,803,931,821,903,994,825,897,933,969,956,1130,355,624,915
288,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
288,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
300,Total arrivals,,VF,10712,9782,10588,11364,12606,13567,14678,14918,14785,14268,15938,17284,..,..,..,..,..,..,20112,24272,26114,28071,30161,33072,34005,7406,15246,29876
300,Overnights visitors (tourists),,TF,10130,9233,10070,10916,12164,13096,14057,14180,13969,13313,14765,16039,16165,15939,14915,15007,16427,15518,17920,22033,23599,24799,27194,30123,31348,7374,14705,27836
300,Same-day visitors (excursionists),,,582,549,518,448,442,472,621,738,815,955,1173,1245,..,..,..,..,..,..,2192,2239,2515,3271,2967,2949,2656,31,541,2040
300,of which cruise passengers,,,582,549,518,448,442,472,621,738,815,955,1173,1245,..,..,..,..,..,..,2192,2239,2515,3271,2967,2949,2656,31,541,2040
308,Total arrivals,,VF,369,386,368,392,379,316,277,271,294,370,380,342,406,428,460,445,447,370,327,387,437,474,468,529,526,217,72,335
308,Overnights visitors (tourists),,TF,108,108,111,116,125,129,123,132,142,134,99,119,130,130,114,110,118,125,128,150,155,156,168,186,188,54,47,149
308,Same-day visitors (excursionists),1/,,261,278,257,276,254,187,154,139,152,236,281,224,275,298,346,335,328,245,199,237,282,318,300,343,338,163,25,186
308,of which cruise passengers,,,250,267,247,266,246,180,147,135,147,230,275,219,270,293,343,333,310,243,197,235,281,315,299,343,338,163,25,186
312,Total arrivals,,VF,1059,1236,1130,914,854,994,759,..,569,560,445,447,500,527,458,497,419,487,645,720,822,857,970,1166,..,..,..,..
312,Overnights visitors (tourists),1/,TF,640,625,660,580,561,603,521,..,439,456,372,375,408,412,347,392,317,325,487,486,512,581,650,735,..,..,..,..
312,Same-day visitors (excursionists),,,419,611,470,334,293,392,238,148,130,104,73,72,92,115,111,105,102,162,158,234,310,276,320,431,..,..,..,..
312,of which cruise passengers,,,419,611,470,334,293,392,238,148,130,104,73,72,92,115,111,105,102,162,158,234,310,276,320,431,..,..,..,..
316,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
316,Overnights visitors (tourists),1/,TF,1362,1373,1382,1137,1162,1287,1159,1059,910,1160,1228,1212,1225,1142,1053,1197,1160,1308,1334,1343,1409,1536,1545,1549,1667,328,79,328
316,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
316,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
320,Total arrivals,,VF,563,520,576,636,823,826,835,884,880,1182,1316,1502,1628,1715,1311,1384,1434,1491,1516,1739,1865,1906,2113,2406,2560,594,666,1845
320,Overnights visitors (tourists),,TF,..,..,..,..,..,..,..,..,..,..,..,..,1448,1527,1055,1119,1160,1200,1224,1371,1473,1585,1660,1781,1752,396,602,1494
320,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,11,18,35,179,188,256,264,275,291,291,368,392,321,454,625,807,198,64,351
320,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,11,18,35,42,63,81,72,72,73,72,71,77,104,129,150,131,42,4,26
324,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
324,Overnights visitors (tourists),1/,TF,..,12,17,23,27,33,38,43,44,45,45,46,30,24,..,12,131,96,56,33,35,63,99,..,..,..,..,..
324,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
324,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
624,Total arrivals,1/,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
624,Overnights visitors (tourists),,,..,..,..,..,..,..,8,..,..,..,5,12,16,18,16,22,37,35,36,36,44,45,50,55,52,..,..,..
624,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
624,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
328,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
328,Overnights visitors (tourists),,TF,106,92,76,66,75,105,99,104,101,122,117,113,134,130,141,152,157,177,200,206,207,235,247,287,315,87,158,288
328,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
328,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
332,Total arrivals,,VF,370,400,387,393,386,445,499,482,518,385,480,558,868,758,826,793,946,959,1064,1128,1190,1153,1262,1333,938,322,148,..
332,Overnights visitors (tourists),1/,TF,145,150,149,147,143,140,142,140,136,96,112,108,386,258,387,255,349,349,420,465,516,445,467,447,286,203,148,..
332,Same-day visitors (excursionists),,,225,250,238,246,243,305,357,342,382,289,368,450,482,500,439,538,597,610,644,662,674,708,795,885,652,119,0,..
332,of which cruise passengers,,,225,250,238,246,243,305,357,342,382,289,368,450,482,500,439,538,597,610,644,662,674,708,795,885,652,119,0,..
340,Total arrivals,,VF,..,271,310,324,428,689,672,788,887,1026,1118,1136,1309,1561,1589,1965,1852,1903,1857,2082,2093,2228,2144,2323,2315,669,826,1911
340,Overnights visitors (tourists),,TF,271,263,307,321,371,471,518,550,611,641,673,739,804,869,836,863,871,895,863,868,880,838,850,847,724,204,459,844
340,Same-day visitors (excursionists),,,..,8,3,3,57,218,154,239,276,385,445,398,505,693,754,1103,980,1009,994,1214,1212,1390,1294,1477,1590,465,367,1067
340,of which cruise passengers,,,..,8,3,3,57,218,154,125,162,267,277,205,297,434,430,803,787,655,708,943,918,1053,1104,1289,1395,393,314,943
344,Total arrivals,,VF,10200,12974,11273,10160,11328,13059,13725,16566,15537,21811,23359,25251,28169,29507,29591,36030,41921,48615,54299,60839,59308,56655,58472,65148,55913,3569,91,605
344,Overnights visitors (tourists),,TF,8007,9983,8200,7137,7837,8814,8878,10689,9676,13655,14773,15821,17154,17319,16926,20085,22316,23770,25661,27770,26686,26553,27884,29263,23752,1359,89,568
344,Same-day visitors (excursionists),,,2193,2991,3073,3023,3492,4246,4847,5878,5861,8156,8586,9430,11015,12187,12665,15945,19605,24845,28638,33068,32622,30102,30588,35885,32160,2210,2,37
344,of which cruise passengers,,,5,7,8,11,8,9,9,13,4,9,19,20,27,27,44,48,40,39,23,34,37,109,97,111,123,10,..,..
348,Total arrivals,,VF,39240,39833,37315,33624,28803,31141,30679,31739,31412,33934,36173,38318,39379,39554,40624,39904,41304,43565,43611,45984,48345,52890,54962,57667,61397,31641,36688,46343
