ID,Basic data and indicators,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
496,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
499,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
499,Overnights visitors (tourists),,TCE,..,..,..,..,..,..,..,136,142,188,272,378,984,1031,1044,1088,1201,1264,1324,1350,1560,1662,1877,2077,2510,351,1554,2036
499,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
499,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
500,Total arrivals,,VF,19.3,9,6.1,9.4,13,14.3,15.6,15,13.6,15.2,13.1,9.5,8.7,8.4,7.3,7.7,7.4,9.9,8.7,10.7,13.3,13.5,18.6,16.7,19.3,7.7,1.6,..
500,Overnights visitors (tourists),,TF,17.7,8.7,5.1,7.5,9.8,10.3,9.8,9.8,8.4,10.1,9.7,8,7.7,7.4,6.3,6,5.4,7.3,7.2,8.8,8.9,8.7,9.5,10.2,10.4,4.5,1.6,..
500,Same-day visitors (excursionists),,,1.6,0.3,1,1.9,3.2,4,5.8,5.2,5.2,5.1,3.4,1.5,1,1,1,1.7,2,2.6,1.5,1.9,4.3,4.8,9,6.5,8.9,3.1,..,..
500,of which cruise passengers,,,..,..,..,..,..,..,0.3,..,0.8,0.4,0.3,0.1,0.3,0.3,0.2,0.9,1.1,0.8,0.4,0.2,2.6,3.6,7.1,4.3,6.8,2.8,..,..
504,Total arrivals,,VF,2752,2856,3203,3267,4088,4458,4596,4709,5021,5732,6077,6777,7701,8209,8661,9752,9784,9830,10349,10507,10542,10677,11540,12489,13109,2802,3722,10968
504,Overnights visitors (tourists),,TF,2602,2693,3072,3095,3817,4278,4380,4453,4761,5477,5843,6558,7408,7879,8341,9288,9342,9375,10046,10283,10177,10332,11349,12289,12932,2778,3722,10869
504,Same-day visitors (excursionists),,,150,163,131,172,271,180,216,255,260,256,233,218,293,330,319,464,442,455,303,224,365,345,191,200,177,24,..,99
504,of which cruise passengers,,,150,163,131,172,271,180,216,255,260,256,233,218,293,330,319,464,442,455,303,224,365,345,191,200,177,24,..,99
508,Total arrivals,,VF,..,..,..,..,..,..,404,943,726,711,954,1095,1259,1439,1711,1836,2013,2206,1970,1751,1634,1715,1514,2870,2033,959,549,879
508,Overnights visitors (tourists),,TF,..,..,..,..,..,..,323,541,441,470,578,664,771,1193,1461,1718,1902,2113,1886,1661,1552,1639,1447,2743,2019,952,492,..
508,Same-day visitors (excursionists),,,..,..,..,..,..,..,81,402,285,241,376,431,488,246,250,118,111,93,83,90,82,76,67,127,14,7,57,..
508,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
104,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
104,Overnights visitors (tourists),1/,TF,194,490,491,478,435,416,475,487,597,657,660,630,716,731,763,792,816,1059,2044,3081,4681,2907,3443,3551,4364,903,131,233
104,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
104,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
516,Total arrivals,,VF,421,560,610,681,694,759,700,799,739,986,856,961,1048,1079,1100,1114,1163,1245,1327,1429,1488,1551,1581,1639,1651,187,261,528
516,Overnights visitors (tourists),,TF,272,461,502,614,635,656,670,757,695,716,778,833,929,931,980,984,1027,1079,1176,1320,1388,1469,1499,1557,1596,170,233,461
516,Same-day visitors (excursionists),,,149,99,108,67,59,103,30,42,44,..,78,127,119,148,120,130,136,166,151,109,100,82,82,82,55,18,29,67
516,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
520,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
520,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
520,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
520,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
524,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
524,Overnights visitors (tourists),1/,TF,363,394,422,464,492,464,361,275,338,385,375,384,527,500,510,603,736,803,798,790,539,753,940,1173,1197,230,151,615
524,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
524,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
528,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
528,Overnights visitors (tourists),,TCE,6574,6580,7841,9312,9874,10003,9500,9595,9181,9646,10012,10739,11008,10104,9921,10883,11300,11680,12783,13925,15007,15828,17924,18780,20129,7265,6248,16063
528,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
528,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
540,Total arrivals,,VF,122,138,139,127,151,161,152,158,166,177,182,219,227,256,230,282,348,390,494,529,558,625,626,576,474,79,..,139
540,Overnights visitors (tourists),1/,TF,86,91,105,104,100,110,101,104,102,100,101,100,103,104,99,99,112,112,108,107,114,116,121,120,131,31,12,79
540,Same-day visitors (excursionists),,,36,47,34,23,51,51,51,54,64,77,81,119,124,152,131,183,236,278,386,422,444,509,505,456,344,48,..,60
540,of which cruise passengers,,,34,46,32,21,49,49,51,54,64,77,81,119,124,152,131,183,236,278,386,422,444,509,505,456,344,48,..,60
554,Total arrivals,1/,VF,1409,1529,1497,1485,1607,1787,1909,2045,2104,2334,2366,2409,2455,2483,2473,2530,2617,2574,2710,2854,3129,3494,3723,3858,3888,996,207,1434
554,Overnights visitors (tourists),,TF,..,..,..,1475,1596,1780,1900,2026,2086,2325,2353,2390,2434,2371,2373,2435,2511,2473,2629,2772,3039,3370,3555,3686,3702,948,205,1389
554,Same-day visitors (excursionists),,,..,..,..,10,11,7,9,19,18,9,13,19,21,112,100,95,105,101,81,82,90,124,168,172,186,48,2,45
554,of which cruise passengers,,,..,..,..,10,11,7,9,19,18,9,13,19,21,36,26,19,22,19,35,33,28,30,42,44,56,29,..,4
558,Total arrivals,,VF,341,388,453,483,530,581,584,579,646,735,804,891,978,1011,1010,1071,1122,1233,1273,1390,1456,1596,1958,1412,1455,474,312,933
558,Overnights visitors (tourists),1/,TF,281,303,358,406,468,486,483,472,526,615,712,749,800,858,932,1011,1060,1180,1229,1330,1386,1504,1787,1256,1295,384,222,818
558,Same-day visitors (excursionists),,,58,84,95,77,62,96,100,107,120,120,92,142,178,153,78,60,61,53,44,61,70,92,171,157,159,90,90,115
558,of which cruise passengers,,,..,..,..,..,..,13,10,5,10,7,13,15,21,60,56,37,39,41,32,51,46,63,94,83,86,25,..,..
562,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
562,Overnights visitors (tourists),,TF,35,68,68,41,39,50,52,39,55,57,58,60,48,73,66,74,82,94,123,135,135,152,164,157,192,85,..,..
562,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
562,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
566,Total arrivals,,VF,1031,1230,1292,1357,1425,1492,1753,2046,2253,2646,2778,3056,5239,5820,6053,6113,3765,4673,4038,4803,6017,5265,5182,5254,5361,1209,1246,1271
566,Overnights visitors (tourists),,TF,656,822,611,739,776,813,850,887,924,962,1010,1111,1212,1313,1414,1555,715,486,600,..,1255,1889,1927,1966,2005,502,518,528
566,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
566,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
570,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6,..,..,..,..,..
570,Overnights visitors (tourists),,TF,2.2,1.5,1.8,1.7,1.9,1.9,1.4,2.1,2.7,2.6,2.8,3,3.5,4.7,4.7,6.2,6.1,5,7,7.4,7.7,8.9,9.8,10.5,10.2,1.3,0.2,..
570,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..
570,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..
807,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
807,Overnights visitors (tourists),,TCE,147,136,121,157,181,224,99,123,158,165,197,202,230,255,259,262,327,351,400,425,486,510,631,707,758,118,294,537
807,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
807,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
580,Total arrivals,,VF,676,736,695,490,502,529,444,476,459,536,507,436,389,397,354,379,341,401,439,460,479,531,660,518,487,89,13,97
580,Overnights visitors (tourists),1/,TF,669,728,685,481,493,517,438,466,452,525,498,429,385,388,345,375,336,399,436,455,475,526,656,517,484,87,12,96
580,Same-day visitors (excursionists),,,7,8,10,9,8,12,6,10,7,11,9,7,4,9,9,4,5,2,3,5,3,5,4,1,3,2,1,1
580,of which cruise passengers,,,7,8,10,9,8,12,6,10,7,11,9,7,4,9,9,4,5,2,3,5,3,5,4,1,3,2,1,1
578,Total arrivals,,VF,..,..,..,5045,5123,5121,5115,4543,4686,5130,5418,5738,6017,6054,6114,6578,6693,..,..,..,..,..,..,..,..,..,..,..
578,Overnights visitors (tourists),1/,TCE,2880,2746,2702,3256,3223,3104,3073,3111,3269,3628,3824,4070,4377,4347,4346,4767,4963,4538,4778,4855,5361,5960,6252,5688,5879,1397,1435,4979
578,Same-day visitors (excursionists),,,..,..,..,1789,1900,2017,2042,1432,1417,1502,1594,1668,1640,1707,1768,1811,1730,..,..,..,..,..,..,..,..,..,..,..
578,of which cruise passengers,2/,,..,..,..,643,681,770,804,210,254,302,324,355,332,381,430,411,457,588,620,574,511,659,749,852,901,..,..,..
512,Total arrivals,,VF,..,..,..,..,..,..,1095,1112,1210,1407,1101,1385,1360,1540,1584,1500,1393,1714,1923,2225,2634,3207,3178,3242,3506,869,652,2920
512,Overnights visitors (tourists),,TF,279,349,376,424,503,571,829,817,1039,1195,891,1066,1223,1373,1521,1441,1018,1241,1392,1611,1909,2335,2316,2301,2500,622,464,2059
512,Same-day visitors (excursionists),,,..,..,..,..,..,..,266,295,171,212,211,319,136,166,64,59,375,473,531,614,725,872,863,941,1006,246,188,861
512,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,257,202,127,148,217,222,193,283,110,17,85
586,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
586,Overnights visitors (tourists),,TF,378,369,375,429,432,557,500,498,501,648,798,898,840,823,855,907,1161,966,..,..,..,..,..,..,..,..,..,..
586,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
586,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
585,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
585,Overnights visitors (tourists),1/,TF,53,69,74,64,55,58,54,59,63,89,81,82,88,81,71,85,111,120,108,140,162,138,123,106,94,18,..,..
585,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
585,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
591,Total arrivals,1/,VF,417,443,504,529,555,600,737,800,897,1004,1070,1215,1428,1575,1562,1726,2004,2086,2202,2305,2553,2379,2517,2487,2494,647,804,1946
591,Overnights visitors (tourists),,TF,345,362,421,431,457,484,519,534,566,621,702,843,1103,1247,1200,1324,1473,1606,1658,1745,2110,1921,1843,1785,1753,414,618,1488
591,Same-day visitors (excursionists),,,72,80,83,98,98,116,218,267,331,383,368,372,325,328,362,402,531,480,544,560,443,458,674,702,741,233,186,298
591,of which cruise passengers,,,13,14,18,30,78,94,196,246,308,356,334,335,283,234,311,331,429,334,374,366,238,218,383,369,365,137,29,159
598,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,120,126,146,165,175,182,191,199,198,182,195,211,39,17,69
598,Overnights visitors (tourists),,TF,42,61,66,67,67,58,54,54,56,59,69,78,104,114,121,140,158,168,174,182,183,179,139,140,160,39,17,67
598,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,6,5,6,7,7,8,9,16,19,43,55,51,..,..,3
598,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,6,5,6,7,7,8,9,16,19,43,55,51,..,..,3
600,Total arrivals,1/,VF,15678,12868,10955,9818,6569,3924,3550,3194,2859,2589,2648,2830,3005,3118,3183,3171,3365,3655,3538,3455,4102,4318,4744,4183,4368,1077,571,1548
600,Overnights visitors (tourists),1/,TF,438,426,395,350,269,289,279,250,268,309,341,388,416,428,439,465,524,579,610,649,1215,1308,1584,1181,1216,252,95,579
600,Same-day visitors (excursionists),,,15240,12442,10560,9468,6300,3635,3271,2944,2591,2280,2307,2442,2589,2690,2744,2706,2841,3076,2928,2806,2887,3010,3160,3002,3152,825,476,969
600,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
604,Total arrivals,,VF,..,..,..,..,..,..,..,1304,1380,1650,1938,2227,2451,2581,2681,2948,3299,3642,4010,4062,4381,4718,4992,5384,5275,1119,444,2279
604,Overnights visitors (tourists),1/,TF,479,584,649,726,694,800,901,1064,1136,1350,1571,1721,1916,2058,2140,2299,2598,2846,3164,3215,3456,3744,4032,4419,4372,897,444,2009
604,Same-day visitors (excursionists),,,..,..,..,3,3,4,4,240,244,300,367,506,535,523,541,649,701,796,847,847,925,974,960,965,903,222,..,269
604,of which cruise passengers,2/,,..,..,..,3,3,4,4,4,4,7,8,60,60,75,71,79,41,80,63,61,62,59,36,16,4,2,..,..
608,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
608,Overnights visitors (tourists),1/,TF,1760,2049,2223,2149,2171,1992,1797,1933,1907,2291,2623,2843,3092,3139,3017,3520,3917,4273,4681,4833,5361,5967,6621,7168,8261,1483,164,2654
608,Same-day visitors (excursionists),,,4,10,18,30,18,7,4,5,5,8,2,4,17,21,21,25,8,11,16,60,70,72,114,228,162,25,..,..
608,of which cruise passengers,,,4,10,18,30,18,7,4,5,5,8,2,4,17,21,21,25,8,11,16,60,70,72,114,228,162,25,..,..
616,Total arrivals,1/,VF,82244,87439,87817,88592,89118,84515,61431,50735,52130,61918,64606,65115,66208,59935,53840,58340,60745,67390,72310,73750,77743,80476,83804,85946,88515,51076,51026,71814
616,Overnights visitors (tourists),1/,TF,19215,19410,19520,18780,17950,17400,15000,13980,13720,14290,15200,15670,14975,12960,11890,12470,13350,14840,15800,16000,16728,17471,18258,19622,21158,8418,9722,15948
616,Same-day visitors (excursionists),,,63029,68029,68297,69812,71168,67115,46431,36755,38410,47628,49406,49445,51233,46975,41950,45870,47395,52550,56510,57750,61015,63005,65546,66324,67357,42658,41304,55867
616,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
620,Total arrivals,1/,VF,23066,23252,24244,26560,27016,28014,28150,27194,27532,21165,21173,22588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
620,Overnights visitors (tourists),2/,TCE,9511,9730,10172,11295,11632,12097,12167,11644,11707,10639,10612,11282,6788,6962,6439,6756,7264,7503,9177,10497,11723,13359,15432,16186,17283,4208,6345,16308
620,Same-day visitors (excursionists),,,13340,13301,13842,15030,15120,15691,15814,15389,15535,10526,10561,11306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
620,of which cruise passengers,,,215,221,230,235,264,226,169,161,290,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
630,Total arrivals,,VF,4087,4110,4350,4671,4221,4566,4908,4364,4402,4889,5073,5022,5062,5213,4415,4379,4214,4197,4210,4456,5051,5003,4927,4260,4931,3882,2755,3638
630,Overnights visitors (tourists),1/,TF,3131,3065,3242,3396,3024,3341,3551,3087,3238,3541,3686,3722,3687,3716,3183,3186,3048,3069,3172,3246,3542,3736,3513,3068,3180,2617,2755,3273
630,Same-day visitors (excursionists),,,956,1045,1108,1275,1198,1225,1357,1277,1164,1348,1387,1300,1375,1497,1232,1194,1166,1128,1038,1210,1509,1267,1414,1192,1751,1265,0,364
630,of which cruise passengers,,,956,1045,1106,1266,1196,1221,1357,1276,1164,1348,1387,1300,1375,1497,1232,1194,1166,1128,1038,1210,1509,1267,1414,1192,1751,1265,0,364
634,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1482,1700,2057,2324,2612,2839,2941,2938,2256,1819,2137,582,611,2560
634,Overnights visitors (tourists),,THS,309,327,333,320,357,378,376,587,557,732,913,946,964,1405,..,..,..,..,..,..,..,..,..,..,..,..,..,..
634,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
634,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
638,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,551,574,601,255,..,..
638,Overnights visitors (tourists),1/,TF,304,350,374,400,394,430,424,426,432,430,409,279,381,396,422,420,471,447,416,406,426,458,508,535,534,217,251,495
638,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43,39,68,38,..,..
638,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43,39,68,38,..,..
642,Total arrivals,,VF,5445,5205,5149,4831,5224,5264,4938,4794,5595,6600,5839,6037,7722,8862,7575,7498,7611,7937,8019,8442,9331,10223,10926,11720,12815,5023,6789,12697
642,Overnights visitors (tourists),,TF,2757,3028,2957,2966,3209,3274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
642,Same-day visitors (excursionists),,,2672,2177,2192,1865,2015,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
642,of which cruise passengers,,,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
643,Total arrivals,,VF,10290,16208,17463,16188,18820,21169,21595,23309,22521,22064,22201,22486,22909,23676,21339,22281,24932,28177,30792,32421,33729,24571,24390,24551,24419,6359,..,..
643,Overnights visitors (tourists),,TF,..,..,..,..,..,..,19457,21279,20443,19892,19940,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
643,Same-day visitors (excursionists),,,..,..,..,..,..,..,664,677,698,827,831,573,1149,1252,1247,1196,1269,1351,1486,..,1670,..,..,..,..,..,..,..
643,of which cruise passengers,,,..,..,..,..,..,..,175,153,213,280,333,573,1149,1252,1247,1196,1269,1351,1486,..,1670,..,..,..,..,..,..,..
646,Total arrivals,1/,VF,..,..,..,..,..,..,..,..,..,..,..,531,610,669,664,667,908,1061,1122,1220,1298,1377,1570,1711,1634,497,511,..
646,Overnights visitors (tourists),2/,TF,..,..,..,..,..,104,113,..,..,..,..,494,567,607,603,605,835,987,1046,1140,1217,1292,1482,1619,1544,460,480,..
646,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,37,43,62,61,62,73,74,76,80,81,85,88,92,90,27,30,..
646,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
461,Total arrivals,,VF,25,24.3,28.6,25.4,24.3,24.4,23.9,21.5,20.5,23.2,24.9,22.9,21.7,22.5,23.7,22.5,..,..,..,..,..,..,..,..,..,..,..,..
461,Overnights visitors (tourists),,TF,10,9.8,10.6,10.6,9.3,9.1,9,10.8,10.3,11,11.5,11,11.7,12,12,12.3,..,..,..,..,..,..,..,..,..,..,..,..
461,Same-day visitors (excursionists),,,15,14.5,18,14.8,15,15.3,14.9,10.7,10.2,12.2,13.4,11.9,10,10.5,11.7,10.2,..,..,..,..,..,..,..,..,..,..,..,..
461,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
659,Total arrivals,,VF,203,172,194,250,226,247,334,240,247,383,365,350,379,533,548,624,723,666,695,818,1036,1055,1194,1278,1107,301,123,589
659,Overnights visitors (tourists),1/,TF,79,84,88,93,84,73,71,69,91,118,141,139,123,128,83,98,104,104,107,113,118,116,115,125,120,30,20,80
659,Same-day visitors (excursionists),,,124,88,106,157,142,174,263,171,156,265,224,211,256,405,465,526,619,562,588,704,918,939,1078,1152,987,271,102,509
659,of which cruise passengers,2/,,121,86,103,154,139,171,259,167,152,262,220,206,251,401,454,516,604,553,575,701,913,935,1074,1148,983,270,102,506
662,Total arrivals,2/,VF,407,422,563,629,666,727,747,648,683,791,720,670,905,925,982,984,950,889,921,987,1031,948,1064,1165,1220,433,297,714
662,Overnights visitors (tourists),,TF,231,236,248,252,264,270,250,253,277,298,318,303,287,296,278,306,312,307,319,338,345,348,386,395,424,131,199,356
662,Same-day visitors (excursionists),,,176,186,315,377,402,457,497,395,406,492,402,367,618,629,704,678,638,582,602,649,686,600,678,770,796,302,98,358
662,of which cruise passengers,,,170,180,310,372,395,444,490,387,393,481,394,360,610,620,699,670,630,572,594,641,677,587,669,760,787,298,94,350
670,Total arrivals,,VF,218,216,200,202,223,256,254,247,242,262,256,306,328,250,271,231,208,200,200,205,207,227,304,356,399,155,57,210
670,Overnights visitors (tourists),1/,TF,60,58,65,67,68,73,71,78,79,87,96,97,90,84,75,72,74,74,72,71,75,79,76,80,84,27,24,59
670,Same-day visitors (excursionists),,,158,158,135,135,155,183,183,170,163,175,161,209,238,166,196,159,134,126,128,134,131,148,227,275,315,128,33,151
670,of which cruise passengers,2/,,127,128,107,114,137,162,168,157,149,162,152,200,231,160,190,153,130,122,126,132,130,147,226,275,313,128,32,151
882,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,116,122,122,129,130,128,135,125,132,139,146,158,172,181,24,3,51
882,Overnights visitors (tourists),,TF,68,73,68,78,85,88,88,89,92,98,102,110,117,118,122,122,121,126,116,120,128,134,146,164,172,23,3,49
882,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,6,5,4,7,8,7,9,9,11,11,12,11,8,9,1,..,1
882,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
674,Total arrivals,1/ 2/,VF,3368,3345,3308,3264,3148,3071,3036,3102,2882,2812,2107,2136,2164,2112,2056,1976,2038,1869,1905,2004,1888,2000,1937,1874,1904,1015,1354,..
674,Overnights visitors (tourists),1/,TCE,28,30,28,36,34,43,49,46,41,42,50,50,69,115,151,120,156,139,71,75,54,60,78,84,111,58,94,..
674,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,2057,2086,2095,1997,1905,1856,1882,1730,1834,1929,1834,1940,1859,1790,1793,957,1260,..
674,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,3,1,1,1,1,..,..,..,..,..
678,Total arrivals,,VF,..,..,..,..,..,..,7.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
678,Overnights visitors (tourists),,TF,6.2,6.4,4.8,5.6,5.8,7.1,7.5,9.2,10,10.6,15.8,12.3,11.8,14.5,15.2,8,12.2,..,..,..,25.6,28.9,28.9,33.4,34.9,10.7,15.1,..
678,Same-day visitors (excursionists),,,..,..,..,..,..,..,0.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
678,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
682,Total arrivals,,VF,4398,..,..,..,..,..,..,..,..,11083,10417,10962,13479,17717,13319,13025,15776,19847,19934,23010,21834,20887,18607,17570,20292,4882,3869,18256
682,Overnights visitors (tourists),,TF,3325,..,..,..,..,6585,6727,7511,7332,8599,8037,8620,11531,14757,10897,10850,14179,16332,15772,18260,17994,18044,16109,15334,17526,4138,3477,16638
682,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,2484,2380,2342,1948,2960,2422,2175,1597,3515,4162,4750,3840,2843,2498,2236,2767,744,392,1618
682,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
686,Total arrivals,,VF,..,..,..,..,..,..,..,..,502,677,779,876,879,877,815,906,977,967,1069,976,1014,1219,1376,..,..,..,..,..
686,Overnights visitors (tourists),2/,TF,280,282,314,352,369,389,396,427,495,667,769,866,875,867,810,900,968,962,1063,963,1007,1210,1365,..,..,..,..,..
686,Same-day visitors (excursionists),,,6,6,6,13,9,11,13,7,7,10,9,10,4,10,5,6,9,5,6,13,8,9,11,..,..,..,..,..
686,of which cruise passengers,,,6,6,6,13,9,11,13,7,7,10,9,10,4,10,5,6,9,5,6,13,8,9,11,..,..,..,..,..
688,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
688,Overnights visitors (tourists),1/,TCE,..,..,..,..,..,..,..,312,339,392,453,469,696,646,645,683,764,810,922,1029,1132,1281,1497,1711,1847,446,871,1773
